href,name,cuisine,price_4_two
https://www.swiggy.com/restaurants/sweet-truth-cake-and-desserts-residency-road-shantinagar-bangalore-396746,Sweet Truth - Cake and Desserts,"Bakery, Desserts",â‚¹450 FOR TWO
https://www.swiggy.com/restaurants/mini-samrat-chalukya-millars-road-vasanth-nagar-bangalore-368270,Mini Samrat Chalukya,"South Indian, North Indian, Chinese, Desserts",â‚¹350 FOR TWO
https://www.swiggy.com/restaurants/faasos-signature-wraps-and-rolls-1st-main-rd-vasanth-nagar-bangalore-566433,Faasos' Signature Wraps & Rolls,"Snacks, Beverages, Desserts, Indian",â‚¹350 FOR TWO
https://www.swiggy.com/restaurants/new-taj-darbar-saint-marys-church-road-shivajinagar-bangalore-196047,New Taj Darbar,"Biryani, Indian, Chinese, Tandoor, Seafood",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/cake-town-2nd-stage-btm-layout-bangalore-479725,Cake Town,Desserts,â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/blue-tokai-coffee-roasters-infantry-road-shivaji-nagar-bangalore-187384,Blue Tokai Coffee Roasters,"Healthy Food, American, Lebanese, Mediterranean, European, Juices, Middle Easter...",â‚¹800 FOR TWO
https://www.swiggy.com/restaurants/biryani-khazana-1st-stage-indiranagar-bangalore-115730,Biryani Khazana,Biryani,â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/fresh-pressery-cafe-5th-block-koramangala-bangalore-9912,Fresh Pressery Cafe,"Continental, Italian, Salads, Pastas, Beverages, Pizzas, Snacks, American, Healt...",â‚¹500 FOR TWO
https://www.swiggy.com/restaurants/naadoota-new-church-road-vijay-nagar-bangalore-181472,Naadoota,"Indian, Biryani, Kebabs",â‚¹350 FOR TWO
https://www.swiggy.com/restaurants/cafe-morish-richmond-building-richmond-road-bangalore-63082,Cafe Mor'ish,"Continental, American, Burgers, Pastas, Italian",â‚¹500 FOR TWO
https://www.swiggy.com/restaurants/litti-heist-1st-block-koramangala-bangalore-619503,Litti Heist,"Indian, Beverages, Chaat",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/malabar-bay-koramangala-bangalore-5550,Malabar Bay,"Kerala, Seafood, South Indian, Biryani, Chinese, Desserts, Beverages",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/wendys-kmk-towers-residency-road-bangalore-396753,Wendy's,"American, Burgers, Fast Food, Beverages, Snacks",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/nisarga-garden-dvg-road-basavanagudi-bangalore-399118,Nisarga Garden,"North Indian, South Indian, Chaat, Beverages",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/hungrama-restaurant-ak-colony-mathikere-bangalore-535659,HUNGRAMA RESTAURANT,"Biryani, Salads, Tandoor",â‚¹450 FOR TWO
https://www.swiggy.com/restaurants/sree-krishna-kafe-5th-block-koramangala-bangalore-325,Sree Krishna Kafe,South Indian,â‚¹137 FOR TWO
https://www.swiggy.com/restaurants/halli-mane-3rd-cross-road-malleshwaram-bangalore-6400,Halli Mane,"South Indian, North Indian, Chinese",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/falhari-a-fruitful-habit-sg-palya-tavarekere-bangalore-434918,Falhari - A Fruitful Habit,"Salads, Juices, Beverages, Desserts",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/juice-junction-and-snacks-4th-t-block-east-jayanagar-bangalore-339998,JUICE JUNCTION & SNACKS,"Snacks, Chinese, Juices, Beverages",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/om-sai-ram-food-junction-hal-2nd-stage-indiranagar-bangalore-570178,Om Sai Ram Food Junction,"North Indian, Bengali, South Indian, Fast Food, Chinese, Biryani, Desserts, Kera...",â‚¹5 FOR TWO
https://www.swiggy.com/restaurants/lavonne-ashok-nagar-st-marks-road-bangalore-281469,Lavonne,"Bakery, Desserts",â‚¹750 FOR TWO
https://www.swiggy.com/restaurants/udupi-grand-nagasandra-circle-basavanagudi-bangalore-56175,Udupi Grand,"Chinese, North Indian, South Indian",â‚¹500 FOR TWO
https://www.swiggy.com/restaurants/the-cake-deluxe-patelamma-temple-street-basavanagudi-bangalore-611922,The cake deluxe,"Bakery, Desserts, Cafe",â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/biriyani-house-2nd-stage-btm-layout-bangalore-281221,BIRIYANI HOUSE,Biryani,â‚¹350 FOR TWO
https://www.swiggy.com/restaurants/tewari-bros-mithai-shop-dickenson-road-commercial-street-bangalore-2846,Tewari Bros Mithai Shop,"Gujarati, Rajasthani",â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/bansuri-sweets-2nd-stage-btm-layout-bangalore-95506,Bansuri Sweets,Desserts,â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/burger-in-moon-new-gurappana-palya-btm-bangalore-663798,Burger In Moon,"Burgers, Fast Food, Beverages, Snacks",â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/chaaska-chaat-point-b-b-m-p-south-koramangala-bangalore-672614,Chaaska Chaat Point,"Snacks, Chinese, Indian, Juices",â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/earthen-delights-cambridge-layout-ulsoor-bangalore-204319,Earthen Delights,Kerala,â‚¹240 FOR TWO
https://www.swiggy.com/restaurants/durga-shree-samruddhi-grand-khb-main-road-nagawara-bangalore-385196,Durga Shree Samruddhi Grand,"South Indian, Chinese, North Indian, Tandoor, Chaat, Beverages, Desserts",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/k-c-das-sampige-road-malleshwaram-bangalore-396201,K C Das,"Sweets, Bakery",â‚¹100 FOR TWO
https://www.swiggy.com/restaurants/bhartiya-jalpan-sweets-dry-fruit-and-savouries-commercial-street-shivajinagar-bangalore-146420,"Bhartiya Jalpan - Sweets, Dry Fruit and Savouries","North Indian, Sweets, Desserts, Chaat",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/amontron-2nd-stage-btm-layout-bangalore-57699,Amontron,"Bengali, Chinese, Street Food",â‚¹500 FOR TWO
https://www.swiggy.com/restaurants/taaza-mithai-2nd-phase-jp-nagar-bangalore-567687,TAAZA MITHAI,"Sweets, Snacks",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/priyadarshini-restaurant-gandhi-nagar-majestic-bangalore-49281,Priyadarshini Restaurant,"South Indian, Desserts, Fast Food",â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/smoor-ashok-nagar-lavelle-road-bangalore-588012,SMOOR,"Asian, Desserts, Italian, Thai, Ice Cream, Salads, Sushi, Beverages, Bakery, Caf...",â‚¹450 FOR TWO
https://www.swiggy.com/restaurants/davanagere-benne-dose-hut-avalahalli-banashankari-bangalore-221597,Davanagere Benne Dose Hut,South Indian,â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/taste-of-malabar-maruti-nagar-btm-layout-bangalore-133174,Taste of malabar,"Kerala, South Indian, Seafood, Chinese",â‚¹230 FOR TWO
https://www.swiggy.com/restaurants/cafe-terra-1st-stage-indiranagar-bangalore-17407,Cafe Terra,Continental,â‚¹299 FOR TWO
https://www.swiggy.com/restaurants/saapad-raman-nehru-road-kammanahalli-bangalore-191645,Saapad Raman,"Chettinad, Andhra, South Indian, Biryani",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/rajanna-military-hotel-shiva-nagar-rajajinagar-bangalore-163586,Rajanna Military Hotel,"Biryani, Kebabs, Chinese, Desserts, Beverages, Andhra, Grill",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/aahar-gandhi-nagar-majestic-bangalore-569800,Aahar,"South Indian, Beverages",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/new-govind-rao-military-hotel-chickpet-majestic-bangalore-39936,New Govind Rao Military Hotel,Biryani,â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/flax-healthy-living-hal-3rd-stage-indiranagar-bangalore-223964,Flax - Healthy Living,"Salads, Healthy Food",â‚¹700 FOR TWO
https://www.swiggy.com/restaurants/davanagere-benne-dosa-amarjyothi-layout-domlur-bangalore-278048,Davanagere Benne Dosa,South Indian,â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/s-g-raos-military-hotel-ranasinghpet-majestic-bangalore-445038,S G Rao's Military Hotel,"South Indian, Biryani",â‚¹400 FOR TWO
https://www.swiggy.com/restaurants/veg-food-court-sahana-kitchen-thippanna-layoul-kammanahalli-kalyan-nagar-bangalore-692405,VEG FOOD COURT SAHANA KITCHEN,South Indian,â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/sri-ram-bhojanalay-hal-2nd-stage-indiranagar-bangalore-571337,Sri Ram Bhojanalay,"North Indian, Bengali, South Indian, Fast Food, Chinese, Biryani, Desserts, Kera...",â‚¹5 FOR TWO
https://www.swiggy.com/restaurants/edesia-by-freshmenu-aga-abdullah-street-richmond-town-bangalore-237472,Edesia by Freshmenu,"Desserts, Bakery, Sweets",â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/tadka-singh-magrath-road-church-street-bangalore-2843,Tadka Singh,"Punjabi, North Indian",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/ambur-biriyani-house-1st-stage-btm-layout-bangalore-414745,AMBUR BIRIYANI HOUSE,Biryani,â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/momo-zone-the-momo-company-padmavathi-complex-vasanth-nagar-bangalore-485078,Momo Zone - The Momo Company,"Chinese, Tibetan, Fast Food",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/samosa-singh-magrath-rd-central-bangalore-bangalore-679869,Samosa Singh,"Snacks, North Indian, Beverages",â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/thar-the-taste-of-rajasthan-5th-block-koramangala-bangalore-414271,THAR the taste of Rajasthan,"Thalis, Sweets",â‚¹100 FOR TWO
https://www.swiggy.com/restaurants/tasty-bites-2nd-phase-jp-nagar-bangalore-3610,Tasty Bites,"Maharashtrian, North Indian, Desserts, Indian",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/gr-iyengar-fast-food-sampige-road-malleshwaram-bangalore-395525,GR IYENGAR FAST FOOD,South Indian,â‚¹100 FOR TWO
https://www.swiggy.com/restaurants/dose-of-davangere-4th-t-block-jayanagar-bangalore-502375,DOSE OF DAVANGERE,South Indian,â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/rajvardhan-foods-9th-block-jayanagar-bangalore-48769,Rajvardhan Foods,Maharashtrian,â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/simpli-namdharis-1st-block-jaya-nagar-bangalore-271191,Simpli Namdhari's,"Italian, Chinese, North Indian, European, Salads, Pizzas, Juices, Beverages, Bir...",â‚¹350 FOR TWO
https://www.swiggy.com/restaurants/iyengars-bakery-old-race-course-road-richmond-road-bangalore-632502,Iyengars Bakery,"Bakery, Indian, Snacks",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/malleshwaram-thatte-idly-cafe-and-by2-coffee-point-16th-cross-malleshwaram-bangalore-425627,Malleshwaram Thatte Idly Cafe & By2 Coffee Point,"South Indian, Beverages",â‚¹100 FOR TWO
https://www.swiggy.com/restaurants/shree-guru-sagar-3rd-stage-basaveshwara-nagar-bangalore-177816,Shree Guru Sagar,"North Indian, South Indian, Chinese",â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/lush-renaissance-bengaluru-race-course-hotel-by-marriott-race-course-road-bangalore-284374,Lush - Renaissance Bengaluru Race Course Hotel By Marriott.,"Indian, Continental, Oriental, Asian",â‚¹800 FOR TWO
https://www.swiggy.com/restaurants/indiana-burgers-millars-road-vasanth-nagar-bangalore-402714,Indiana Burgers,"Burgers, American, Fast Food, Beverages, Desserts",â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/the-brekkie-shop-all-day-menu-1st-stage-indiranagar-bangalore-2008,The Brekkie Shop - All Day Menu,"British, Italian, Indian, Chinese, South Indian, North Indian, Desserts",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/temple-of-the-senses-church-street-mg-road-bangalore-638157,Temple of the Senses,"Healthy Food, Beverages",â‚¹700 FOR TWO
https://www.swiggy.com/restaurants/shree-saraswathi-sweets-centre-1st-block-koramangala-bangalore-413500,Shree Saraswathi Sweets Centre,Sweets,â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/naturon-cakes-5th-block-koramangala-bangalore-360024,NATURON CAKES,"Bakery, Indian, Sweets, Desserts",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/naturon-cakes-5th-block-koramangala-bangalore-360024,NATURON CAKES,"Bakery, Indian, Sweets, Desserts",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/ekta-s-ghar-ka-khana-cashier-layout-btm-bangalore-685140,Ekta s Ghar Ka Khana,"Indian, Beverages",â‚¹248 FOR TWO
https://www.swiggy.com/restaurants/shankaranna-military-hotel-chandra-layout-vijayanagar-bangalore-441210,Shankaranna Military Hotel,"South Indian, Biryani, North Indian",â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/city-shanghai-center-new-thipasandra-indiranagar-bangalore-339514,City  Shanghai Center,Chinese,â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/marwadi-tadka-wala-1st-stage-btm-layout-bangalore-381549,marwadi Tadka wala,"Thalis, North Indian, Snacks",â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/kaati-zone-rolls-and-wraps-millars-road-vasanth-nagar-bangalore-409923,Kaati Zone Rolls & Wraps,"Fast Food, Bengali, Beverages, Desserts",â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/amingads-vijaya-karadant-41st-cross-rd-jayanagar-bangalore-678790,Amingad's Vijaya Karadant,"South Indian, Snacks, Indian",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/hotel-devaregathi-3rd-stage-banashankari-bangalore-342410,Hotel Devaregathi,South Indian,â‚¹100 FOR TWO
https://www.swiggy.com/restaurants/desserted-8th-main-road-vasanth-nagar-bangalore-415086,desserted,"Beverages, Snacks, Fast Food, Indian, Chinese, Italian",â‚¹600 FOR TWO
https://www.swiggy.com/restaurants/cake-ghar-2nd-stage-btm-layout-bangalore-502875,Cake Ghar,Bakery,â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/pvr-cafe-forum-mall-adugodi-bangalore-201280,PVR Cafe,"Snacks, Fast Food, Beverages",â‚¹400 FOR TWO
https://www.swiggy.com/restaurants/hungry-belly-doopanahalli-indiranagar-bangalore-544733,Hungry Belly,"North Indian, Chinese, Seafood, Kebabs, Biryani",â‚¹400 FOR TWO
https://www.swiggy.com/restaurants/chaska-bun-c-main-road-jayanagar-bangalore-670742,Chaska Bun,"Snacks, Beverages",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/the-himalayan-momo-company-2nd-stage-indiranagar-bangalore-302835,The Himalayan Momo Company,"Chinese, Tibetan, Snacks, Beverages, Asian",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/benki-coffee-2nd-phase-jp-nagar-bangalore-376621,BENKI COFFEE,Beverages,â‚¹500 FOR TWO
https://www.swiggy.com/restaurants/wow-chai-corner-thimmaiah-rd-rajajinagar-bangalore-657748,Wow Chai Corner,"Beverages, Snacks, Fast Food",â‚¹100 FOR TWO
https://www.swiggy.com/restaurants/tipsy-lassi-shop-shivajinagar-no-55-cockburn-road-central-bangalore-bangalore-320676,TIPSY LASSI SHOP,"Desserts, Ice Cream, Beverages, Juices",â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/iyengar-bakery-sweets-and-chats-2nd-stage-btm-layout-bangalore-553067,IYENGAR BAKERY SWEETS AND CHATS,"Bakery, Sweets, Snacks",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/a-hole-lotta-love-cafe-2nd-stage-indiranagar-bangalore-498758,A Hole Lotta Love Cafe,American,â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/vadawala-3rd-stage-banashankari-bangalore-156635,VadaWala,"Snacks, Beverages, Chinese, Maharashtrian, Street Food, Fast Food, Ice Cream, In...",â‚¹100 FOR TWO
https://www.swiggy.com/restaurants/heavenly-sultanpalya-near-cool-corner-bangalore-389192,heavenly,"Healthy Food, Indian",â‚¹218 FOR TWO
https://www.swiggy.com/restaurants/cupcake-noggins-domlur-layout-jp-nagar-bangalore-472857,CupCake Noggins,"Desserts, Snacks, Bakery, Beverages",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/cafe-coffee-day-vittal-malya-road-ashok-nagar-bangalore-579763,Cafe Coffee Day,"Beverages, Snacks, Desserts",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/cholay-7th-block-koramangala-bangalore-366936,CHOLAY,"North Indian, Indian, Snacks, Combo",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/sundae-everyday-ice-creams-millars-road-vasanth-nagar-bangalore-402728,Sundae Everyday Ice Creams,"Beverages, Ice Cream, Desserts",â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/rolls-n-snacks-krishnadevaraya-road-vijay-nagar-bangalore-214782,Rolls N Snacks,Street Food,â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/slurpy-shakes-padmavathi-complex-vasanth-nagar-bangalore-402716,Slurpy Shakes,"Beverages, Ice Cream, Desserts",â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/sln-tiffin-room-chamarajpete-vijayanagar-bangalore-603830,SLN TIFFIN ROOM,Biryani,â‚¹100 FOR TWO
https://www.swiggy.com/restaurants/shahi-family-restaurant-swamy-vivekananda-ulsoor-bangalore-107119,Shahi Family Restaurant,"Seafood, Tandoor, Chinese, North Indian, South Indian",â‚¹299 FOR TWO
https://www.swiggy.com/restaurants/biryani-blues-church-street-ashok-nagar-bangalore-439141,Biryani Blues,"Biryani, Kebabs, Lucknowi, Hyderabadi",â‚¹400 FOR TWO
https://www.swiggy.com/restaurants/pablos-by-living-food-sarvagna-nagar-indiranagar-bangalore-577210,Pablo's By Living Food,"Indian, Pizzas",â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/154-breakfast-club-4th-block-koramangala-bangalore-243755,154 Breakfast Club,"American, Continental",â‚¹1000 FOR TWO
https://www.swiggy.com/restaurants/living-bowls-2nd-stage-indiranagar-bangalore-536649,Living Bowls,"Salads, Keto, Juices, Healthy Food",â‚¹350 FOR TWO
https://www.swiggy.com/restaurants/cakes-and-pastries-1st-block-rajajinagar-bangalore-246810,Cakes & Pastries,Bakery,â‚¹500 FOR TWO
https://www.swiggy.com/restaurants/suryawanshi-double-road-domlur-bangalore-20855,Suryawanshi,"Maharashtrian, Seafood, Beverages, Desserts, Thalis",â‚¹600 FOR TWO
https://www.swiggy.com/restaurants/aligarh-house-biryani-and-ramzan-specials-ali-asker-road-cunningham-road-bangalore-393108,Aligarh House - Biryani & Ramzan Specials,"Biryani, Mughlai, Kebabs, North Indian, Lucknowi, Fast Food, Desserts, Beverages",â‚¹400 FOR TWO
https://www.swiggy.com/restaurants/ibaco-brigade-road-bangalore-49843,Ibaco,Desserts,â‚¹800 FOR TWO
https://www.swiggy.com/restaurants/shree-mahalakshmi-sweets-chamrajpet-basavanagudi-bangalore-82160,Shree Mahalakshmi Sweets,"Sweets, Snacks",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/sri-manjunatha-grand-bhuvaneshwari-r-t-nagar-bangalore-197331,Sri Manjunatha Grand,"South Indian, North Indian",â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/jai-mataji-farsan-and-sweets-triveni-road-yeshwantpur-bangalore-189792,Jai Mataji Farsan and Sweets,"Sweets, Snacks",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/south-ruchis-square-race-course-road-bangalore-39400,South Ruchis Square,"Biryani, Chinese, Desserts, Fast Food, Jain, North Indian, South Indian",â‚¹500 FOR TWO
https://www.swiggy.com/restaurants/frozen-bottle-milkshakes-desserts-and-ice-cream-brigade-road-ashok-nagar-bangalore-39376,"Frozen Bottle - Milkshakes, Desserts And Ice Cream","Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food",â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/shakers-cafe-sri-krishna-temple-road-indiranagar-bangalore-193563,Shakers Cafe,"Juices, Desserts, Indian",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/bhagatram-sweets-frazer-town-ulsoor-bangalore-348168,BHAGATRAM SWEETS,"Sweets, Indian, South Indian, North Indian, Beverages",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/santhanam-sweets-bharati-nagar-commercial-street-bangalore-345097,santhanam sweets,Sweets,â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/the-snackstop-eswaris-homemade-snacks-hal-2nd-stage-indiranagar-bangalore-319688,The SnackStop(Eswaris Homemade snacks),"Snacks, Indian, Sweets, Bakery, North Indian, South Indian, Home Food",â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/sandys-sandwiches-lakshamma-layout-ulsoor-bangalore-562010,Sandys Sandwiches,"Healthy Food, Salads, Beverages",â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/eat-and-repeat-nr-colony-basavanagudi-bangalore-143867,Eat & Repeat,South Indian,â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/itc-sunfeast-baked-creations-2nd-stage-domlur-bangalore-526237,ITC Sunfeast Baked Creations,"Bakery, Desserts, Continental, Cafe, Snacks",â‚¹600 FOR TWO
https://www.swiggy.com/restaurants/punjabi-paratha-hal-3rd-stage-indiranagar-bangalore-459966,Punjabi Paratha,North Indian,â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/cake-of-the-day-chamrajpete-basavanagudi-bangalore-184497,Cake of the day,"Bakery, Snacks, Sweets, Cafe, Desserts",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/trupthi-ahaar-nr-colony-basavanagudi-bangalore-480596,Trupthi Ahaar,South Indian,â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/bikaner-sweets-4th-t-block-jayanagar-bangalore-424609,Bikaner Sweets,Sweets,â‚¹99 FOR TWO
https://www.swiggy.com/restaurants/kavali-hotel-3rd-stage-banashankari-bangalore-163519,Kavali Hotel,South Indian,â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/airlines-hotel-ashok-nagar-lavelle-road-bangalore-79234,Airlines Hotel,"South Indian, North Indian",â‚¹400 FOR TWO
https://www.swiggy.com/restaurants/cafe-pascucci-2nd-phase-jp-nagar-bangalore-6428,Cafe Pascucci,"Italian, Desserts, Pizzas",â‚¹600 FOR TWO
https://www.swiggy.com/restaurants/virinchi-cafe-residency-road-ashok-nagar-bangalore-471009,Virinchi Cafe,South Indian,â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/slay-coffee-bar-st-marks-road-bangalore-326529,SLAY Coffee Bar,"Beverages, Desserts",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/sri-venkateshwara-sweet-meat-stall-gandhi-bazaar-main-road-basavanagudi-bangalore-313198,Sri Venkateshwara Sweet Meat Stall,"Snacks, Sweets",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/milano-ice-cream-1st-stage-indiranagar-bangalore-208175,Milano Ice Cream,"Ice Cream, Desserts",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/lj-iyengar-bakery-thyagaraja-nagar-basavanagudi-bangalore-417545,LJ Iyengar Bakery,Bakery,â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/breakfast-wala-1st-stage-indiranagar-bangalore-268053,Breakfast Wala,North Indian,â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/karachi-bakery-1st-stage-indiranagar-bangalore-71343,Karachi Bakery,"Bakery, Pizzas, Chinese, Italian, American, Sweets, Desserts, Beverages",â‚¹400 FOR TWO
https://www.swiggy.com/restaurants/protein-chef-doopanahalli-indiranagar-bangalore-569329,Protein Chef,"Healthy Food, Indian, Snacks, Fast Food",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/crustos-cheese-burst-pizza-cmh-road-indiranagar-bangalore-531382,Crusto's - Cheese Burst Pizza,"Pizzas, Italian",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/burger-it-up-millars-road-vasanth-nagar-bangalore-403216,Burger It Up,"Burgers, Beverages, Desserts, American, Cafe",â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/cafe-noir-chikkadugodi-tavarekere-bangalore-53602,Cafe Noir,"European, Italian, Pizzas, Pastas, Desserts, Continental, Salads, British, Ameri...",â‚¹600 FOR TWO
https://www.swiggy.com/restaurants/magnolia-bakery-jk-plaza-indiranagar-bangalore-444178,Magnolia Bakery,"Bakery, Desserts, Ice Cream",â‚¹500 FOR TWO
https://www.swiggy.com/restaurants/pizza-party-2nd-stage-indiranagar-bangalore-583172,Pizza Party,Pizzas,â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/ammas-andra-stlye-homely-food-4th-block-basaveshwaranagar-bangalore-463366,Amma's Andra stlye Homely Food,"Biryani, North Indian",â‚¹500 FOR TWO
https://www.swiggy.com/restaurants/hotel-utsav-north-indian-food-joint-3rd-stage-banashankari-bangalore-5589,HOTEL UTSAV North Indian Food Joint,North Indian,â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/panditji-ras-bana-rahe-pooris-samosas-kachori-hal-2nd-stage-indiranagar-bangalore-415318,"Panditji - ras bana rahe( Pooris, Samosas, Kachori","Snacks, Chaat, Sweets",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/vegan-heat-1st-block-koramangala-bangalore-46646,Vegan Heat,"Healthy Food, Italian, South Indian, Desserts, Continental, Jain, American, Sala...",â‚¹255 FOR TWO
https://www.swiggy.com/restaurants/wood-fire-pizza-subbanna-palya-kammanahalli-bangalore-50710,Wood Fire Pizza,"Italian, Pizzas, Pastas, Beverages, American, Desserts, Snacks",â‚¹400 FOR TWO
https://www.swiggy.com/restaurants/brik-oven-prestige-trade-tower-race-course-road-bangalore-245536,Brik Oven,"Italian, Pizzas, Desserts, Beverages",â‚¹1000 FOR TWO
https://www.swiggy.com/restaurants/what-s-on-the-menu-1st-b-cross-rd-btm-bangalore-688739,What s On The Menu,"South Indian, Beverages",â‚¹249 FOR TWO
https://www.swiggy.com/restaurants/goli-vada-pav-no-1-hal-3rd-stage-thippasandra-bangalore-11971,Goli Vada Pav No.1,"Maharashtrian, North Indian, Street Food",â‚¹100 FOR TWO
https://www.swiggy.com/restaurants/gabagab-ice-creams-4th-block-jayanagar-bangalore-593423,Gabagab Ice Creams,"Ice Cream, Desserts",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/thela-tapri-2nd-stage-btm-layout-bangalore-595258,THELA TAPRI,"Indian, Chinese",â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/bombay-vadapav-corner-jai-bheema-nagar-malleshwaram-bangalore-180847,Bombay Vadapav Corner,North Indian,â‚¹100 FOR TWO
https://www.swiggy.com/restaurants/shree-krishna-fresh-juice-junction-8th-block-koramangala-bangalore-481755,Shree Krishna Fresh Juice Junction,"Beverages, Juices",â‚¹100 FOR TWO
https://www.swiggy.com/restaurants/swaad-kutirra-chamrajpet-basavanagudi-bangalore-296776,SWAAD KUTIRRA,South Indian,â‚¹500 FOR TWO
https://www.swiggy.com/restaurants/pizza-box-am-road-sulthangunta-shivaji-nagar-bangalore-658363,Pizza Box,Pizzas,â‚¹400 FOR TWO
https://www.swiggy.com/restaurants/hive-honey-cake-h-k-p-road-shivaji-nagar-bangalore-615226,Hive Honey Cake,"Bakery, Desserts, Cafe",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/just-sandwich-sg-palya-tavarekere-bangalore-210511,Just Sandwich,Continental,â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/paratha-pradise-hanumanthappa-rd-kammanahalli-kalyan-nagar-bangalore-696648,Paratha Pradise,North Indian,â‚¹119 FOR TWO
