href,name,cuisine,price_4_two
https://www.swiggy.com/restaurants/shree-veerabhadreshwara-rotti-holige-mane-mahaganapathy-nagar-basaveshwara-nagar-bangalore-154975,Shree Veerabhadreshwara Rotti Holige Mane,South Indian,â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/lj-iyengars-cakes-n-cookies-sweets-west-of-chord-road-rajajinagar-bangalore-124862,LJ Iyengars Cakes N Cookies Sweets,Bakery,â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/aramane-donne-biriyani-vivekananda-nagar-banashankari-bangalore-413919,Aramane Donne Biriyani,"Biryani, South Indian",â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/paratha-house-lakshmi-road-shanti-nagar-bangalore-231794,Paratha House,North Indian,â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/mallu-family-restaurant-chocolate-factory-road-btm-layout-bangalore-371178,Mallu family Restaurant,"Indian, Chinese, Arabian",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/cheezy-pizza-subbana-palya-kammanahalli-bangalore-348993,CHEEZY PIZZA,"Italian, American, Beverages",â‚¹350 FOR TWO
https://www.swiggy.com/restaurants/deshi-fusion-pizza-1st-stage-indiranagar-bangalore-17711,Deshi Fusion Pizza,"Italian, Pizzas",â‚¹500 FOR TWO
https://www.swiggy.com/restaurants/maverick-and-farmer-coffee-gangadhar-chetty-road-ulsoor-bangalore-464482,Maverick & Farmer Coffee,"American, Pizzas, Snacks, Beverages",â‚¹800 FOR TWO
https://www.swiggy.com/restaurants/old-madras-baking-company-st-marks-road-bangalore-686348,Old Madras Baking Company,"Bakery, Desserts",â‚¹450 FOR TWO
https://www.swiggy.com/restaurants/sri-udupi-grand-veg-akkithimmanahalli-shanti-nagar-bangalore-317997,Sri Udupi Grand Veg,"Beverages, North Indian, South Indian",â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/nature-fresh-ice-and-spice-2nd-stage-btm-layout-bangalore-156877,Nature fresh ice & spice,"Ice Cream, Indian, Chinese, Tandoor, Biryani",â‚¹100 FOR TWO
https://www.swiggy.com/restaurants/carols-pastries-and-bakers-millars-road-vasanth-nagar-bangalore-437003,Carols Pastries & Bakers,"Bakery, Desserts, Sweets",â‚¹500 FOR TWO
https://www.swiggy.com/restaurants/rohans-kitchen-bhoomi-reddy-colony-indiranagar-bangalore-646449,Rohan's Kitchen,"American, Italian-American, Salads, Italian",â‚¹180 FOR TWO
https://www.swiggy.com/restaurants/the-thick-shake-factory-5th-block-koramangala-bangalore-405903,The Thick Shake Factory,"Beverages, American",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/fb-cakes-cmh-road-indiranagar-bangalore-683874,FB Cakes,Desserts,â‚¹1500 FOR TWO
https://www.swiggy.com/restaurants/zubaan-arabian-kitchen-6th-block-koramangala-bangalore-505018,Zubaan Arabian Kitchen,"Arabian, Lebanese, Turkish",â‚¹500 FOR TWO
https://www.swiggy.com/restaurants/hotel-virat-siri-darshini-1st-block-rajajinagar-bangalore-446418,HOTEL VIRAT SIRI DARSHINI,"South Indian, Chinese, North Indian",â‚¹180 FOR TWO
https://www.swiggy.com/restaurants/cake-bazaar-2nd-stage-btm-layout-bangalore-500892,Cake Bazaar,Indian,â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/richie-rich-race-course-road-bangalore-46650,Richie Rich,"Desserts, Snacks, Chaat, Ice Cream",â‚¹500 FOR TWO
https://www.swiggy.com/restaurants/bon-viveur-2nd-stage-btm-layout-bangalore-385814,Bon Viveur,"Bakery, Desserts",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/the-bangalore-tiffanys-keshava-nagar-vijay-nagar-bangalore-581061,THE BANGALORE TIFFANYS,South Indian,â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/krishna-food-centre-ashwini-layout-ejipura-bangalore-405187,Krishna Food Centre,North Indian,â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/savi-sagar-srirampura-metro-station-rajajinagar-bangalore-37353,Savi Sagar,"South Indian, North Indian, Chinese, Beverages",â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/the-ganache-factory-cakes-and-desserts-8th-block-jayanagar-bangalore-15250,The Ganache Factory - Cakes & Desserts ,"Desserts, Bakery, Ice Cream",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/sweet-chariot-armane-nagar-malleshwaram-bangalore-58571,Sweet Chariot,Desserts,â‚¹50 FOR TWO
https://www.swiggy.com/restaurants/saarangi-fine-dining-4th-block-jayanagar-bangalore-153743,Saarangi Fine Dining,"Chinese, North Indian, South Indian",â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/south-holige-mane-2nd-stage-vijayanagar-bangalore-574493,SOUTH HOLIGE MANE,"South Indian, Snacks, Sweets",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/world-of-chinese-1st-stage-indiranagar-bangalore-602557,World Of Chinese,"Chinese, Indian",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/the-home-bakery-assaye-rd-frazer-town-bangalore-637141,The Home Bakery,"Bakery, Desserts",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/terra-bites-4th-block-koramangala-bangalore-102148,Terra Bites,"Continental, American, Italian, Mexican",â‚¹700 FOR TWO
https://www.swiggy.com/restaurants/navya-samrat-infantry-road-ashok-nagar-bangalore-633113,Navya Samrat,"North Indian, South Indian, Chinese, Tandoor, Beverages",â‚¹500 FOR TWO
https://www.swiggy.com/restaurants/eddys-cafe-hal-2nd-stage-indiranagar-bangalore-58762,Eddy's Cafe,"Continental, American, Desserts, Italian, Beverages",â‚¹600 FOR TWO
https://www.swiggy.com/restaurants/araku-coffee-hal-2nd-stage-indiranagar-bangalore-370442,ARAKU Coffee,"Bakery, Beverages, Continental, Desserts, Healthy Food, European",â‚¹500 FOR TWO
https://www.swiggy.com/restaurants/mithaiwale-2nd-stage-btm-layout-bangalore-301406,Mithaiwale,"Sweets, Snacks",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/pradhans-kitchen-new-thipasandra-indiranagar-bangalore-540059,Pradhan's kitchen,"Continental, Salads, Snacks, Beverages",â‚¹220 FOR TWO
https://www.swiggy.com/restaurants/cake-village-1st-stage-btm-layout-bangalore-596498,CAKE VILLAGE,Bakery,â‚¹549 FOR TWO
https://www.swiggy.com/restaurants/ghar-ki-rasoi-1st-stage-indiranagar-bangalore-40100,Ghar Ki Rasoi,"Chinese, Italian, North Indian",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/bmd-burgers-melts-dogs-premium-sandwiches-kaverappa-layout-cunningham-road-bangalore-352571,BMD - Burgers. Melts. Dogs : Premium Sandwiches,"American, Healthy Food, Beverages, Desserts, Continental",â‚¹600 FOR TWO
https://www.swiggy.com/restaurants/chai-sutta-cafe-hrbr-layout-3rd-block-kalyan-nagar-bangalore-447948,Chai Sutta Cafe,"Beverages, Juices",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/ovenfresh-cakes-and-desserts-domlurlayout-indiranagar-bangalore-687158,Ovenfresh Cakes and Desserts,Italian,â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/dyce-4th-block-jayanagar-bangalore-610237,DYCE,"Continental, Italian, Thai, Snacks",â‚¹500 FOR TWO
https://www.swiggy.com/restaurants/srinidhi-sagar-hal-2nd-stage-indiranagar-bangalore-574056,SRINIDHI SAGAR,"Indian, Ice Cream, Chinese",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/m-s-sukhsagar-hotel-gandhinagar-gandhi-nagar-majestic-bangalore-120023,M/s. SUKHSAGAR HOTEL GANDHINAGAR,North Indian,â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/dal-chawal-roti-sabji-lakshmi-road-shanti-nagar-bangalore-389317,Dal Chawal Roti Sabji,"Thalis, North Indian",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/santa-banta-ke-parathey-jaladharshini-layout-new-bel-road-bangalore-425911,Santa banta ke parathey,"Indian, Chinese, Beverages, Snacks",â‚¹110 FOR TWO
https://www.swiggy.com/restaurants/vinaya-cafe-9th-block-jayanagar-bangalore-157295,Vinaya Cafe,"North Indian, South Indian, Chinese",â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/uday-sweets-6th-block-koramangala-bangalore-234,Uday Sweets,Rajasthani,â‚¹100 FOR TWO
https://www.swiggy.com/restaurants/yogisthaan-1st-stage-indiranagar-bangalore-256,Yogisthaan,"Healthy Food, North Indian, Beverages, Indian, Mediterranean, Italian, Salads",â‚¹600 FOR TWO
https://www.swiggy.com/restaurants/new-chawla-chicken-2nd-stage-btm-layout-bangalore-213595,New Chawla Chicken,"Chinese, Indian, Juices, Pizzas, Snacks, Tandoor",â‚¹400 FOR TWO
https://www.swiggy.com/restaurants/maggi-nation-100-feet-road-indiranagar-bangalore-279815,Maggi Nation,Indian,â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/mcdonalds-gourmet-burger-collection-5th-block-koramangala-bangalore-295133,McDonald's Gourmet Burger Collection,"Burgers, Beverages, Cafe, Desserts",â‚¹600 FOR TWO
https://www.swiggy.com/restaurants/pure-veg-meals-by-lunchbox-1st-main-rd-vasanth-nagar-bangalore-263637,Pure Veg Meals by Lunchbox,"North Indian, Desserts, Biryani",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/v-cafe-meals-by-pvr-forum-mall-adugodi-bangalore-346383,V Cafe - Meals By PVR,"Pizzas, Snacks, American",â‚¹400 FOR TWO
https://www.swiggy.com/restaurants/bharani-mixtures-new-thipasandra-indiranagar-bangalore-515336,Bharani Mixtures,"Snacks, Sweets, Bakery",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/nuage-hal-2dd-stage-indiranagar-bangalore-204412,Nuage,"Continental, Desserts",â‚¹800 FOR TWO
https://www.swiggy.com/restaurants/cafe-arabica-mosque-road-frazer-town-bangalore-629210,Cafe Arabica,"Bakery, Desserts",â‚¹400 FOR TWO
https://www.swiggy.com/restaurants/boba-man-bubble-tea-and-waffle-co-1st-phase-jp-nagar-bangalore-527628,Boba Man- Bubble Tea & Waffle Co.,"Beverages, Waffle",â‚¹750 FOR TWO
https://www.swiggy.com/restaurants/desi-chulha-hal-2nd-stage-indiranagar-bangalore-591327,Desi Chulha,"South Indian, Biryani, Bengali, Punjabi, Thalis, Desserts, Snacks, North Indian,...",â‚¹10 FOR TWO
https://www.swiggy.com/restaurants/sanidhya-veg-h-siddaiah-road-shanti-nagar-bangalore-395489,SANIDHYA VEG,"South Indian, Chinese, Chaat",â‚¹1000 FOR TWO
https://www.swiggy.com/restaurants/the-brownie-circles-80-feet-road-indiranagar-bangalore-577976,THE BROWNIE CIRCLES,"Bakery, Desserts",â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/crunch-pizza-express-delivery-hal-2nd-stage-indiranagar-bangalore-417711,crunch pizza express delivery,"Italian, Pizzas",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/new-punjabi-pure-veg-restaurant-msr-college-road-sanjay-nagar-new-bel-road-bangalore-680402,NEW PUNJABI PURE VEG RESTAURANT,"North Indian, Punjabi, Indian",â‚¹350 FOR TWO
https://www.swiggy.com/restaurants/louis-burger-2nd-stage-domlur-indiranagar-bangalore-506322,Louis Burger,"Burgers, Fast Food, Beverages",â‚¹600 FOR TWO
https://www.swiggy.com/restaurants/kouzina-kafe-the-food-court-millars-road-vasanth-nagar-bangalore-402783,Kouzina Kafe - The Food Court,"Bakery, Desserts, Ice Cream, Beverages",â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/kasthuri-bhavan-home-made-foods-100-feet-road-indiranagar-bangalore-430061,Kasthuri Bhavan Home Made Foods,South Indian,â‚¹100 FOR TWO
https://www.swiggy.com/restaurants/the-cake-fancy-patelamma-temple-street-basavanagudi-bangalore-609247,The cake fancy,Bakery,â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/udupi-athithya-keb-colony-btm-layout-bangalore-251765,Udupi Athithya,"South Indian, North Indian, Chinese, Snacks, Beverages, Chaat",â‚¹130 FOR TWO
https://www.swiggy.com/restaurants/itc-fabelle-chocolates-7th-block-koramangala-bangalore-381856,ITC Fabelle Chocolates,"Bakery, Desserts",â‚¹600 FOR TWO
https://www.swiggy.com/restaurants/fb-cafe-by-frozen-bottle-brigade-road-bangalore-439628,FB Cafe By Frozen Bottle,"Desserts, Pizzas, Bakery",â‚¹500 FOR TWO
https://www.swiggy.com/restaurants/chai-residency-road-ashok-nagar-bangalore-370776,Chai,"South Indian, Desserts, Juices, Ice Cream, Continental, Beverages, Snacks",â‚¹99 FOR TWO
https://www.swiggy.com/restaurants/sri-krishna-bhavana-jayanagar-banashankari-bangalore-355083,Sri Krishna bhavana,"South Indian, North Indian, Chinese, Tandoor, Beverages, Juices",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/aishwarya-sweets-west-of-chord-road-rajajinagar-bangalore-180882,Aishwarya Sweets,"Sweets, Bakery",â‚¹100 FOR TWO
https://www.swiggy.com/restaurants/chole-bhature-wale-the-halwais-khb-colony-koramangala-bangalore-609033,Chole Bhature Wale @ The Halwais,"North Indian, Fast Food, Snacks",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/flying-kombucha-brigade-road-mg-road-bangalore-443387,Flying Kombucha,"Healthy Food, Beverages, Juices",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/sri-ramji-sweets-munnireddy-palya-rt-nagar-bangalore-457452,Sri Ramji sweets,Sweets,â‚¹75 FOR TWO
https://www.swiggy.com/restaurants/the-cafe-by-foodhall-1-mall-mg-road-bangalore-68512,The Cafe By Foodhall,"Bakery, Continental",â‚¹1000 FOR TWO
https://www.swiggy.com/restaurants/kachori-chowk-siddhaiahpuranik-road-basaveshwara-nagar-bangalore-436702,Kachori Chowk,"Rajasthani, North Indian, Chaat",â‚¹400 FOR TWO
https://www.swiggy.com/restaurants/orange-bake-and-juice-1st-stage-btm-layout-bangalore-478975,Orange Bake and  Juice,Bakery,â‚¹199 FOR TWO
https://www.swiggy.com/restaurants/annapurna-north-indian-and-chinese-restaurant-railway-parallel-road-yeshwantpur-bangalore-379265,ANNAPURNA NORTH INDIAN & CHINESE RESTAURANT,"Indian, Chinese",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/slay-coffee-hoysala-nagar-indiranagar-bangalore-109348,SLAY Coffee,"Beverages, Desserts",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/gowhey-healthy-dessert-company-keb-colony-btm-layout-bangalore-596078,GOWHEY- HEALTHY DESSERT COMPANY,"Desserts, Ice Cream, Healthy Food",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/new-aatithya-restaurant-west-of-chord-road-basaveshwaranagar-bangalore-655240,New Aatithya Restaurant,"South Indian, Tandoor, Fast Food, Chinese, Sweets, Beverages, Ice Cream, Chaat, ...",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/chai-corner-kodihalli-indiranagar-bangalore-343299,Chai Corner,"North Indian, Snacks, Pastas, Beverages",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/amande-patisserie-4th-stage-banashankari-bangalore-24455,Amande Patisserie,Desserts,â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/winni-cakes-and-more-5th-phase-jp-nagar-bangalore-376966,Winni Cakes & More,"Bakery, Desserts",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/the-lotus-bistro-15th-cross-road-jp-nagar-bangalore-666799,The Lotus Bistro,"Indian, Italian, Korean",â‚¹400 FOR TWO
https://www.swiggy.com/restaurants/om-meals-and-paratha-junction-hal-2nd-stage-domlur-bangalore-576839,Om meals and paratha junction,"North Indian, Thalis, Chinese, South Indian, Beverages, Snacks, Biryani, Kerala,...",â‚¹5 FOR TWO
https://www.swiggy.com/restaurants/mccafe-by-mcdonalds-mccafe-ashwini-complex-indiranagar-bangalore-147682,McCafe by McDonald's,"Beverages, Desserts",â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/indian-bowls-by-living-food-3rd-block-koramangala-bangalore-626232,Indian Bowls by Living Food,"North Indian, South Indian, Healthy Food, Keto, Beverages, Desserts, Snacks, Swe...",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/lassiyo-binny-mills-employees-colony-vijayanagar-bangalore-480502,Lassiyo,"Beverages, Ice Cream, Desserts, Fast Food",â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/new-samrat-restaurant-sc-road-seshadripuram-bangalore-411998,New Samrat Restaurant,"South Indian, North Indian, Snacks, Sweets",â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/drunken-monkey-4th-block-koramangala-bangalore-298606,Drunken Monkey,"Healthy Food, Beverages, Juices",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/southly-healthy-by-adigas-chickpet-majestic-bangalore-295581,Southly Healthy By Adiga's,"South Indian, Healthy Food",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/bakery-by-foodhall-1-mall-mg-road-bangalore-339656,Bakery by Foodhall,"Bakery, Desserts, Italian",â‚¹400 FOR TWO
https://www.swiggy.com/restaurants/chaat-street-express-5th-block-koramangala-bangalore-35307,Chaat Street Express,"Snacks, Chaat, Street Food, Beverages, North Indian, Indian, Maharashtrian, Raja...",â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/dhaba-co-garuda-mall-ashok-nagar-bangalore-326762,Dhaba Co.,North Indian,â‚¹650 FOR TWO
https://www.swiggy.com/restaurants/juice-and-chats-maruthi-mandhir-service-road-vijayanagar-bangalore-574162,JUICE AND CHATS,Beverages,â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/omleterian-4th-block-koramangala-bangalore-95354,Omleterian,"Continental, American",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/sagar-restaurant-nehru-circle-seshadripuram-bangalore-61597,Sagar Restaurant,"North Indian, Chinese, Chaat, Tandoor, Jain",â‚¹399 FOR TWO
https://www.swiggy.com/restaurants/roy-hotel-and-restaurant-mathikere-yeshwantpur-bangalore-480037,Roy Hotel and restaurant,"Bengali, North Indian, Snacks",â‚¹400 FOR TWO
https://www.swiggy.com/restaurants/sri-udupi-utsav-80-feet-rd-koramangala-bangalore-666659,Sri Udupi Utsav	,"South Indian, Indian, Tandoor, North Indian, Chinese, Sweets, Juices",â‚¹299 FOR TWO
https://www.swiggy.com/restaurants/boston-pizzeria-subbannaiah-palya-lingrajapuram-bangalore-423459,BOSTON PIZZERIA,Pizzas,â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/chai-nagri-aecs-layout-sanjay-nagar-bangalore-460893,Chai Nagri,"Beverages, Fast Food, Snacks",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/rk-chinese-hut-2nd-stage-btm-layout-bangalore-247113,RK CHINESE HUT,Chinese,â‚¹400 FOR TWO
https://www.swiggy.com/restaurants/the-punjabi-kitchen-hal-2nd-stage-indiranagar-bangalore-571338,The Punjabi kitchen,"North Indian, Bengali, South Indian, Fast Food, Chinese, Biryani, Desserts, Kera...",â‚¹5 FOR TWO
https://www.swiggy.com/restaurants/iyengars-inn-sunkenahalli-basavanagudi-bangalore-499250,Iyengars Inn,"South Indian, Snacks",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/new-bhimas-garden-veg-sampangiram-nagar-seshadripuram-bangalore-224083,New Bhimas Garden Veg,"Chinese, Chaat, Juices, North Indian, South Indian",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/coffee-time-chamrajpet-basavanagudi-bangalore-418235,Coffee time,"South Indian, Snacks, Sweets, Thalis",â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/toit-2nd-stage-indiranagar-bangalore-263261,Toit,"American, Italian, Pastas, Pizzas",â‚¹1000 FOR TWO
https://www.swiggy.com/restaurants/sweet-chariot-cafe-residency-road-ashok-nagar-bangalore-53608,Sweet Chariot Cafe,Desserts,â‚¹500 FOR TWO
https://www.swiggy.com/restaurants/jmv-condiments-anepalya-audgodi-bangalore-492181,Jmv Condiments,Snacks,â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/little-white-kitchen-brigade-road-ashok-nagar-bangalore-62112,Little White Kitchen,"Chinese, Continental, Italian",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/purple-hippie-jayanagar-jp-nagar-bangalore-664770,Purple Hippie,Healthy Food,â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/shree-shabhari-darshini-maruti-nagar-btm-layout-bangalore-390317,Shree Shabhari Darshini,South Indian,â‚¹100 FOR TWO
https://www.swiggy.com/restaurants/smoky-and-snacky-chamarajpet-basavangudi-bangalore-410891,Smoky and Snacky,"Chinese, Fast Food, Indian",â‚¹180 FOR TWO
https://www.swiggy.com/restaurants/the-chariot-veg-restaurant-residency-road-brigade-road-bangalore-69773,The Chariot Veg Restaurant,"Chinese, South Indian, North Indian, Desserts, Punjabi",â‚¹400 FOR TWO
https://www.swiggy.com/restaurants/kolkota-chat-centre-venkateshwara-colony-indiranagar-bangalore-409001,KOLKOTA CHAT CENTRE,"Beverages, Fast Food, Indian",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/chichas-lakshmi-road-shanti-nagar-bangalore-401975,Chicha's,"Chinese, Indian, Tandoor, Mughlai, Fast Food, Juices",â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/the-food-club-hal-2dd-stage-indiranagar-bangalore-591215,The Food Club,"Indian, Thalis",â‚¹10 FOR TWO
https://www.swiggy.com/restaurants/faasos-signature-wraps-and-rolls-1st-main-rd-vasanth-nagar-bangalore-566433,Faasos' Signature Wraps & Rolls,"Snacks, Beverages, Desserts, Indian",â‚¹350 FOR TWO
https://www.swiggy.com/restaurants/eatfit-pizzeria-cmh-road-indiranagar-bangalore-670595,EatFit Pizzeria,"Healthy Food, Pizzas, North Indian, Thalis, Biryani, Chinese",â‚¹270 FOR TWO
https://www.swiggy.com/restaurants/homese-just-veg-chickpet-majestic-bangalore-117904,HomeSe Just Veg,"South Indian, North Indian",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/bombay-kulfis-2nd-stage-indiranagar-bangalore-351964,Bombay Kulfis,Desserts,â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/apna-ghar-lakshmisha-road-jayanagar-bangalore-405430,Apna Ghar,"Punjabi, North Indian, Thalis",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/bihar-babu-shanthi-nagar-basavanagudi-bangalore-405435,Bihar Babu,"Punjabi, North Indian, Thalis",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/margazhi-cafe-keerthi-layout-kammanahalli-bangalore-594397,MARGAZHI CAFE,"Beverages, South Indian",â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/monsoon-mg-road-bangalore-31974,Monsoon,"Andhra, Asian, Bengali, Biryani, Chettinad, Coastal, Continental, Desserts, Ital...",â‚¹700 FOR TWO
https://www.swiggy.com/restaurants/mandya-gowdru-2nd-phase-jp-nagar-bangalore-538695,MANDYA GOWDRU,"South Indian, Snacks, Biryani",â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/the-bakers-holt-1st-phase-jp-nagar-bangalore-424535,The Bakers Holt,"Bakery, Pizzas, Desserts",â‚¹500 FOR TWO
https://www.swiggy.com/restaurants/cake-bite-nagendra-block-banashankari-bangalore-123862,cake bite,"Bakery, Sweets",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/iyengars-bakery-and-sweets-80-feet-rd-hbr-layout-bangalore-666851,Iyengars bakery and sweets,"Indian, Bakery, Snacks",â‚¹100 FOR TWO
https://www.swiggy.com/restaurants/chill-e-slice-hosahalli-vijayanagar-bangalore-467424,Chill E Slice,"Pizzas, Snacks, Chaat, Ice Cream",â‚¹100 FOR TWO
https://www.swiggy.com/restaurants/nashta-house-neelasandra-central-bangalore-bangalore-628148,Nashta House,"South Indian, Chinese",â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/coffee-bucks-5th-block-jayanagar-bangalore-579458,Coffee Bucks,"Beverages, Pastas, Pizzas, Fast Food",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/dezire-sugarfree-sweets-and-bakes-gandhi-bazaar-main-road-basavanagudi-bangalore-23635,Dezire SugarFree Sweets & Bakes,"Sweets, Bakery, Beverages",â‚¹400 FOR TWO
https://www.swiggy.com/restaurants/punjab-xpress-sg-palya-tavarekere-bangalore-132619,Punjab Xpress,North Indian,â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/davanagere-benne-dosa-manne-3rd-cross-rd-basavanagudi-bangalore-645450,Davanagere Benne Dosa Manne	,South Indian,â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/gourmet-cafe-by-freshmenu-richmond-street-ashok-nagar-bangalore-647625,Gourmet Cafe by FreshMenu,"Chinese, Continental, Italian, Mediterranean, Thai, Lebanese, American, Asian, B...",â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/lavender-bakery-by-fresh-pressery-5th-block-koramangala-bangalore-301890,Lavender Bakery by Fresh Pressery,"Continental, Italian, Beverages, Pastas, Desserts, Pizzas, Salads, Snacks, Baker...",â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/millet-central-by-eatfit-ali-asker-road-cunningham-road-bangalore-690070,Millet Central by EatFit,"Healthy Food, Pizzas, North Indian, Thalis, Biryani, Chinese",â‚¹270 FOR TWO
https://www.swiggy.com/restaurants/porkys-2nd-stage-btm-layout-bangalore-517648,PORKY'S,"Snacks, Chinese",â‚¹400 FOR TWO
https://www.swiggy.com/restaurants/kenz-karam-benson-town-frazer-town-bangalore-107251,Kenz Karam,North Indian,â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/brahmins-veg-corner-sri-guru-raghavendra-enterpris-padmanabhanagar-banashankari-bangalore-564841,BRAHMINS VEG CORNER/SRI GURU RAGHAVENDRA ENTERPRIS,"South Indian, Beverages",â‚¹130 FOR TWO
https://www.swiggy.com/restaurants/steak-queen-sangoli-rayanna-road-kammanahalli-kalyan-nagar-bangalore-677010,Steak Queen,"Steakhouse, Continental, American, European, Fast Food, Street Food",â‚¹300 FOR TWO
https://www.swiggy.com/restaurants/face-cake-the-pastry-hub-dinnur-main-road-r-t-nagar-bangalore-452068,FACE CAKE (THE PASTRY HUB),Bakery,â‚¹900 FOR TWO
https://www.swiggy.com/restaurants/saanvika-fries-box-sarvagna-nagar-indiranagar-bangalore-652565,Saanvika Fries Box,Snacks,â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/bdbd-banashri-davanagere-benne-dose-hotel-madava-upanagara-vijayanagar-bangalore-108091,BDBD Banashri Davanagere Benne Dose Hotel,South Indian,â‚¹150 FOR TWO
https://www.swiggy.com/restaurants/the-momo-co-chikkalakshmaiah-layout-adugodi-bangalore-393835,The Momo Co.,"Chinese, Asian, Tibetan, Desserts",â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/iyengar-bakery-and-sweets-nr-colony-basavanagudi-bangalore-511313,IYENGAR BAKERY AND SWEETS,"Bakery, Snacks, Desserts",â‚¹250 FOR TWO
https://www.swiggy.com/restaurants/the-brahmins-khanavali-ashok-nagar-st-marks-road-bangalore-145074,The Brahmins Khanavali,South Indian,â‚¹200 FOR TWO
https://www.swiggy.com/restaurants/fresh-crunch-pizza-hal-2nd-stage-indiranagar-bangalore-559737,Fresh crunch pizza,"Pizzas, Burgers",â‚¹400 FOR TWO
https://www.swiggy.com/restaurants/happy-belly-bakes-cakes-and-desserts-benson-town-frazer-town-bangalore-458,Happy Belly Bakes- Cakes and Desserts,"Desserts, Bakery, Snacks, Keto, Beverages",â‚¹500 FOR TWO
https://www.swiggy.com/restaurants/the-handi-crust-lakshmama-layout-halasuru-bangalore-407831,The Handi Crust,"Indian, Chaat",â‚¹350 FOR TWO
